full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
$BNB just #Burn https://t.co/t4NaEDWMdH,1.80E+31,2024-06-03 02:43:54+00:00,burnArmy,1.69E+31,en,BNB Smart Chain,2,33,32,68,https://x.com/burnArmy/status/1797459162378707168,,0,burnArmy,
The GOAT is rising Are you prepared? #got #goat #token #cryptocommunity #blockchain #cryptogaming #Blockchaingames #crypto #nft #bnb #btc https://t.co/XxE0BueQYO,1.80E+31,2024-06-03 02:13:07+00:00,DEGA_WORLD,1.69E+31,en,NaN,0,2,4,9,https://x.com/DEGA_WORLD/status/1797451416912494602,,0,DEGA_WORLD,
We are currently in a Bull season of #altcoins a great project is here to #1000X your investment join the billion dollars project this train will be unstoppable #TruMAGA @trumpmagahat @henokcrypto @2bitcrypto_YT #SHIB #btc #eth #bnb #crypto #usdt #brett #pepe https://t.co/M8UcMWQ5iD,1.80E+31,2024-06-02 22:55:50+00:00,meshari79441510,1.29E+31,en,NaN,0,5,14,22,https://x.com/meshari79441510/status/1797401769951080519,"trumpmagahat,henokcrypto,2bitcrypto_YT",3,meshari79441510,trumpmagahat
️️THE COUNTDOWN HAS BEGUN️️ #crypto #gaming #xbox #bnb #Bettel3D #EsClaudiaPresidentaDeMéxico https://t.co/jxuADuoevl,1.80E+31,2024-06-02 22:28:07+00:00,PlayWorld777,1.72E+31,en,PLAYWORLD Metaverse,0,2,9,12,https://x.com/PlayWorld777/status/1797394793892356216,,0,PlayWorld777,
I'm trying to free your mind #Crofam. But I can only show you the door. You're the one that has to walk through it. $Troll Coin OG #memecoon ️ #NFTs ️ #BullishAF ️ Deflationary ️ #Crosschain Technology ️ $Cro #Eth #bnb ️ Burn Partys ️ #GiveAways ️ https://t.co/7kbFauKHYM,1.80E+31,2024-06-02 21:08:48+00:00,Broke_Boy_Mike,1.46E+31,en,"Melbourne, Victoria",1,2,4,14,https://x.com/Broke_Boy_Mike/status/1797374832667144522,,0,Broke_Boy_Mike,
 **Trump Inu** has risen to the highest office in the crypto world! As the **president** of the digital currency realm it's leading the charge toward unprecedented gains! Let's rally behind **Trump Inu** and ride this rocket to the moon! #bnb #btc #binance https://t.co/uuTCD1ADBJ,1.80E+30,2024-06-02 20:23:28+00:00,Trumpinubsc,1.79E+31,en,NaN,0,11,3,22,https://x.com/Trumpinubsc/status/1797363425368043830,,0,Trumpinubsc,
#LuffyToken $Luffy team doing a lot of work behind the scenes the social media AnimeBook is there and with new updates #anime #eth #bnb https://t.co/On6Ep75SbS,1.80E+31,2024-06-02 19:57:42+00:00,Salemoutcho,1.36E+31,en,Monaco,0,20,20,26,https://x.com/Salemoutcho/status/1797356938499342424,,0,Salemoutcho,
Get in. We re on the road to an epic digital journey LFGOAT #cryptocommunity #blockchain #goat #DEGAWORLD #inspiration #bnb #tokens https://t.co/K7vX3Klr40,1.80E+31,2024-06-02 18:16:44+00:00,DEGA_WORLD,1.69E+31,en,NaN,0,1,6,12,https://x.com/DEGA_WORLD/status/1797331531276361919,,0,DEGA_WORLD,
Opportunities are recognized by visionares who are not afraid to anticipate. Some believe it s good to arrive early to a party and enjoy the show from a better seat. LFGOAT #DEGAWORLD $DEGA #BNB #CRYPTOGAMING #P2W https://t.co/pU27cguAdA,1.80E+31,2024-06-02 18:16:24+00:00,DEGA_WORLD,1.69E+31,en,NaN,2,13,16,20,https://x.com/DEGA_WORLD/status/1797331448543707162,,0,DEGA_WORLD,
AnyInuCoin will get noticed by all the big players not the average #memecoin Big players already stated that the future is #multichain Available on 17 chains and counting choose your favorite chain choose your favorite purple dog #ANYINU #AI #AIARMY $AI #BNB #ETH https://t.co/DcricFlQKE,1.80E+31,2024-06-02 18:00:52+00:00,CILOC3,1.46E+30,en,Austria,0,10,9,31,https://x.com/CILOC3/status/1797327538412286027,,0,CILOC3,
𝗡𝗲𝘄 𝗘𝘅𝗽𝗿𝗲𝘀𝘀 𝗟𝗶𝘀𝘁𝗶𝗻𝗴! MAGAKITTY | #MAGAKITTY Today Trends | @magakitty_bep20 https://t.co/s04uGMFDvt #BNB #BTC #SHIB #GROK https://t.co/FEYIqCTCSb,1.80E+31,2024-06-02 17:32:25+00:00,listingntm,1.57E+31,en,everywhere,0,2,9,20,https://x.com/listingntm/status/1797320379997749585,magakitty_bep20,1,listingntm,magakitty_bep20
Everyone who liked this post should drop #BnB address beneath it ,1.80E+31,2024-06-02 17:24:21+00:00,hermioneoswin,156928963.0,en,NaN,0,26,8,22,https://x.com/hermioneoswin/status/1797318347563868617,,0,hermioneoswin,
$BUNNY to the moon #CZ #BNB https://t.co/nopUDSgE7R,1.80E+31,2024-06-02 17:01:26+00:00,BunnyChiliz,1.43E+31,en,CHZ BSC BASE ETH SOL,0,13,1,27,https://x.com/BunnyChiliz/status/1797312579746099558,,0,BunnyChiliz,
Now this is a way to start a Sunday get in before it is too late. Next stop the moon. #Crypto #gaming #NFT #BNB https://t.co/gDaSswdIhM https://t.co/x2yWEXRZxx,1.80E+31,2024-06-02 17:01:23+00:00,PlayWorld777,1.72E+31,en,PLAYWORLD Metaverse,0,18,25,35,https://x.com/PlayWorld777/status/1797312568928637092,,0,PlayWorld777,
Today was a slow day but we still managed to achieve solid gains as a #MrShortCommunity. It's great to see our strategy paying off even when the market isn't moving much. #bnb #BTC #futuretrading https://t.co/PKG9AllIx5,1.80E+31,2024-06-02 15:33:06+00:00,MrShort_trading,1.79E+31,en,NaN,0,2,4,4,https://x.com/MrShort_trading/status/1797290350622495212,,0,MrShort_trading,
Extending our gaming contest until Wednesday we have 3 contestants we need 7 more LFG!!! SEND $20 IN BNB HERE TO ENTER: 0xF6427773fA38eF44978EC4b6e853DC47f72B3742 Directions are pinned. $JFIVE https://t.co/sBHSpXazaM,1.80E+31,2024-06-02 12:59:42+00:00,jonnyfiveai,1.74E+31,en,NaN,0,0,4,4,https://x.com/jonnyfiveai/status/1797251745468330460,,0,jonnyfiveai,
 @BinanceMegadrop project: $LISTA Lock $BNB and Complete Web3 Airdrop Quests Lista DAO prioritizes CDP and liquid staking. LSDfi powers this open-source decentralized stablecoin lending technology. More info coming soon! #BinanceMegadrop #ListaDao https://t.co/DddqeUoFN8,1.80E+30,2024-06-02 10:59:04+00:00,BinanceMegadrop,1.63E+31,en,NaN,2,7,1,7,https://x.com/BinanceMegadrop/status/1797221389013008792,BinanceMegadrop,1,BinanceMegadrop,BinanceMegadrop
#BNB will get more attention once @cz_binance is out. Until then the best strategy is to buy and hold or stake more BNB. Many BSC projects will also benefit from his increased attention. Keep building and never stop accumulating points from @BNBCHAIN project. Praying for CZ https://t.co/znFu2v9229,1.80E+31,2024-06-02 10:41:32+00:00,Crypto_omo,8.15E+30,en,NaN,0,8,6,28,https://x.com/Crypto_omo/status/1797216978333057310,"cz_binance,BNBCHAIN",2,Crypto_omo,cz_binance
You can now relive the #Tamagotchi experience in the Cryptoverse. What a time to be alive! #P2E mini-games Low gas fees on #BNB Lots of $PLAY rewards #MemeCoin #PlayDoge #CryptoGaming https://t.co/HXIIQeA31q,1.80E+31,2024-06-02 10:41:05+00:00,PlayDogeGame,1.79E+31,en,8bit Land,1,16,20,64,https://x.com/PlayDogeGame/status/1797216862935072777,,0,PlayDogeGame,
This project reminds me of getting into amazing project at a very early stage #TruMAGA mind blowing stats: 2 days Old Market Cap 145 000 145 Holders #1000X Project Mass adoption coming @trumpmagahat #Crypto #btc #eth #bnb #binance #usdt #altseason #memecoin https://t.co/6OJO3913Vb,1.80E+31,2024-06-02 10:32:52+00:00,meshari79441510,1.29E+31,en,NaN,1,5,14,19,https://x.com/meshari79441510/status/1797214796749619610,trumpmagahat,1,meshari79441510,trumpmagahat
The most bridged blockchains by #defiway for 1st of June is already here 1) #BNB 21% 2) #ETH 19% 3) #Cronos 15% 4) #TRX 14% 5) #ARB 12% #eth #bnb #trx #polygon #base #arb #op #avax #btc #crofam https://t.co/Cm2jGb2yvj,1.80E+31,2024-06-02 09:59:14+00:00,Defiwayapp,1.64E+31,en,"New York, USA",0,25,11,40,https://x.com/Defiwayapp/status/1797206331167846509,,0,Defiwayapp,
DAY 260 OF THANKING THE #VOLTARMY &amp; #VOLTOSHI ️️️ #VOLT ABOUT TO GO FUCKING CRAZY IM SO EXCITED! ECSTATIC AS FUCK FOR THE FUTURE. ️ UNDERSTAND CRYPTO IS FOREVER. NOT MISSING THE NEXT #BTC #ETH #BNB ️ https://t.co/a8DEKR4fEx,1.80E+31,2024-06-02 06:54:19+00:00,ApparentlyVolt,1.42E+31,en,Blockchain or Beckwith Park,0,3,35,51,https://x.com/ApparentlyVolt/status/1797159796870668595,,0,ApparentlyVolt,
#Giveaway 5 free #NFT (700$) 100$ in $BNB Rules: 1⃣Follow @Steven_promo 2⃣Like + RT 3⃣Tag 2 friend to win #NFTs #Airdrop #NFT #NFTGiveaway #whitelisting #FreeMint #Mint https://t.co/99K1i98Pgu,1.80E+31,2024-06-02 03:47:00+00:00,Steven100x,1.53E+30,en,Our Telegram Channel👇,0,25,18,34,https://x.com/Steven100x/status/1797112654387175484,Steven_promo,1,Steven100x,Steven_promo
EARN IT - Best gym outfit ever Soon you will be able to buy these with $EARN in the EARN Shop @MCryptoCheckout #SOL #ETH #BASE #BNB https://t.co/BhJcgm8ez0,1.80E+31,2024-06-02 03:16:47+00:00,buyholdearn,1.70E+30,en,NaN,0,3,9,25,https://x.com/buyholdearn/status/1797105051388752247,MCryptoCheckout,1,buyholdearn,MCryptoCheckout
We want to thank everyone for helping us reach the milestone of 20 BNB raised! Thank you for trusting in our work. Together as a community we can go far! #trump #trumpita #bsc #meme #utility #cryptopeople #binance https://t.co/MLOgFtNyIT,1.80E+31,2024-06-02 02:57:02+00:00,Trumpita2024,1.79E+31,en,NaN,0,9,1,12,https://x.com/Trumpita2024/status/1797100081826484381,,0,Trumpita2024,
ATTN all community members that voted in the BNB Greenfield campaign. We have initiated the unstaking process for BNB Greenfield. Your BNB will be returned to you once the unstaking process is complete. We will keep you posted. Appreciate your patience.,1.80E+31,2024-06-02 01:50:32+00:00,oortchair,1.66E+31,en,"Manhattan, NY",1,3,5,11,https://x.com/oortchair/status/1797083344053674083,,0,oortchair,
What can I say about the #Playworld community except AMAZING!!!! Today alone we burned over 150k tokens .. A burn for nft profit this morning A prize winner burning his prize in the tokens the bnb got And a buyer burning his personal tokens with the message I https://t.co/S30Ei5KYwp,1.80E+31,2024-06-01 23:20:24+00:00,PlayWorld777,1.72E+31,en,PLAYWORLD Metaverse,0,2,7,12,https://x.com/PlayWorld777/status/1797045564296540498,,0,PlayWorld777,
#TruMAGA is up by a %100 folks The #100X is coming Let s make crypto great again #TruMAGA @trumpmagahat #shib #btc #eth #bnb #binance #Altcoins #usdt #etheruem #shibarium https://t.co/LwtaNXREBJ,1.80E+31,2024-06-01 22:36:04+00:00,meshari79441510,1.29E+31,en,NaN,1,5,15,16,https://x.com/meshari79441510/status/1797034405631766985,trumpmagahat,1,meshari79441510,trumpmagahat
#BNB the strength that this currency has been showing in recent times is impressive and it is following the plan perfectly! We had a good attempt to reach the orange line on the chart around $646 but we ended up being rejected quickly in that region and fell however see https://t.co/tI9mHclmO4,1.80E+31,2024-06-01 20:45:43+00:00,ualifiaraujo,1.47E+31,en,"São Paulo, Brasil",0,3,0,13,https://x.com/ualifiaraujo/status/1797006636327764085,,0,ualifiaraujo,
 Users already deposited more than 100 BNB into #Smartyield!!! $Sensi is gaining more and more momentum! Make your beans work for you without worrying about rugs. #CryptoFarming #NFTs #Sensi https://t.co/wE0vEo1Q4Z,1.80E+31,2024-06-01 20:24:58+00:00,Sensi_Defi,1.75E+31,en,NaN,0,8,13,24,https://x.com/Sensi_Defi/status/1797001415258222622,,0,Sensi_Defi,
 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB 2022 - You missed $GMX 2023 - You missed $BONK In 2024 don't miss $BTS (#BlitsEstates) https://t.co/MzQF6m3FeU,1.80E+30,2024-06-01 19:55:09+00:00,BlitsEstates,1.60E+31,en,United States,0,6,5,11,https://x.com/BlitsEstates/status/1796993911464030304,,0,BlitsEstates,
I still believe that without the freedom of @cz_binance we haven't fully entered the bull run. The market's momentum responds to his presence. We're still in the accumulation stage of the bull run so keep topping up your bags and pray for his protection and safety. #BNB HODL https://t.co/6QIh4PYNg1,1.80E+31,2024-06-01 19:26:42+00:00,Crypto_omo,8.15E+30,en,NaN,0,0,3,13,https://x.com/Crypto_omo/status/1796986751254249683,cz_binance,1,Crypto_omo,cz_binance
The Synergy of AI and Search Engine Integration: At the heart of #Targetium lies the synergy between artificial intelligence and an advanced search engine. #newtoken #crypto #bsc #btc #bnb #eth https://t.co/7JnCgz4QWR,1.80E+31,2024-06-01 18:01:53+00:00,Targetium_Tech,1.10E+31,en,NaN,2,2,13,17,https://x.com/Targetium_Tech/status/1796965406021722341,,0,Targetium_Tech,
 $LIPS Coin is Top #7 Trending on PINKSALE! Only 15 minutes left to fly BUY BUY BUY Don't miss to fill your bags #LIPS #PINKSALE #PRESALE #1000X #BNB https://t.co/zWm8Ssh6Zd,1.80E+30,2024-06-01 17:47:00+00:00,Lipscoin,1.64E+31,en,NaN,0,3,1,9,https://x.com/Lipscoin/status/1796961659548037141,,0,Lipscoin,
Having the team together in Mexico to build bigger and better for years to come has been the best choice we could have made!!! More of the team coming soon!!!! So excited for what s next! #gaming #crypto #P2EGames #bnb https://t.co/xoY8q0j7pe,1.80E+30,2024-06-01 17:36:56+00:00,PlayWorld777,1.72E+31,en,PLAYWORLD Metaverse,0,4,17,26,https://x.com/PlayWorld777/status/1796959126855049303,,0,PlayWorld777,
The beginning of a new era this would be the cheapest price you are gonna see for PIPI_LOL ever don t lose you opportunity. WE ARE MAKING HISTORY . #CORE #BNB #SHIB #PEPE #DOGE #FLOKI #TURBO #PINKSALE @icecream_swap @MARCIANOPHONE @RealCoreDao @MemeFusion_MEFI @Core_Minig https://t.co/Tfbhm5FgkE,1.80E+31,2024-06-01 16:29:47+00:00,KING_PIPI_LOL,1.68E+30,en, https://pipitools.finance,0,15,10,24,https://x.com/KING_PIPI_LOL/status/1796942228838838289,"icecream_swap,MARCIANOPHONE,RealCoreDao,MemeFusion_MEFI,Core_Minig",5,KING_PIPI_LOL,icecream_swap
Don't worry mate! #BigPUMP will rise to the ATH soon! #pump it up #pump it up! ️ #pump #BigPUMP $pump #bake #bnb #BSCCHAIN #Binance #cake #PancakeSwap #iq50 #memecoin #memecoins #Memecoin2024 #shib #Doge #floki #pepe #wif #bome #ace #Pixel #bonk #babydoge #slerf https://t.co/GWLIIAL7Tq,1.80E+31,2024-06-01 14:10:50+00:00,YcHeng573,1.53E+31,en,Kuala Lumpur Federal Territory,0,2,1,2,https://x.com/YcHeng573/status/1796907259332853945,,0,YcHeng573,
Folks we all now how #Trump tokens previously performed in the #Crypto Space A #1000Xgem is here and just 24 hrs old exponential growth coming and many great stuff by amazing devs #TruMAGA @trumpmagahat let s go #btc #eth #bnb #shib #binance #usdt #shibarium #bone https://t.co/3SDOTSrlbB,1.80E+31,2024-06-01 13:25:19+00:00,meshari79441510,1.29E+31,en,NaN,0,1,10,19,https://x.com/meshari79441510/status/1796895807456632998,trumpmagahat,1,meshari79441510,trumpmagahat
In just over 3 hours we have already crowdfunded more than 100 BNBs and the global overseas community has been launched. What an exciting moment this is!#BNB https://t.co/EoacF613SH,1.80E+31,2024-06-01 13:23:40+00:00,Runes_X314_BNB,408614756.0,en,NaN,0,35,0,2,https://x.com/Runes_X314_BNB/status/1796895391952302140,,0,Runes_X314_BNB,
-Right now it s #rolandgarros you follow the match ? -Get this Smiley and live Roland Garros with him. -Smiley Tennis- -Price : 6 2 MATIC (or ETH SOL BNB to see in DM) -Rarity : Commun -Stock : 29/30 -Joined TeamSmiley by purchasing this Smiley. https://t,1.80E+31,2024-06-01 13:16:58+00:00,NFTSmileyy,1.64E+31,en,France/Paris,0,4,12,18,https://x.com/NFTSmileyy/status/1796893703560221118,,0,NFTSmileyy,
i will always feel so lucky and in awe that we got to witness even just a glimpse of bnb falling in love at first sight,1.80E+31,2024-06-01 13:08:22+00:00,haobabygirl,1.65E+31,en,she/her; 21+ 🔞⚠️ rps ,0,0,14,133,https://x.com/haobabygirl/status/1796891542034256162,,0,haobabygirl,
We're thrilled to announce that you can now use BNB and ETH to buy $WLTK token for the presale! Walletika AI is the best guaranteed opportunity to make 100x! Don't miss this chance like you've missed many before. Honestly you won t realize it until it s too late. https://t.co/O9s0U16qvE,1.80E+31,2024-06-01 12:56:52+00:00,WalletikaApp,1.42E+31,en,Earth,0,6,24,118,https://x.com/WalletikaApp/status/1796888645737091205,,0,WalletikaApp,
$JOOPS #rwa is the safe choice #utility #MEMECOİN #bnb #solana #1000x #crypto #moonshot #toppick #trendingmemecoin #trendingcrypto https://t.co/r9d3ZU6b5F,1.80E+31,2024-06-01 12:33:24+00:00,joopsrwa,8.06E+30,en,"City of London, London",1,9,8,18,https://x.com/joopsrwa/status/1796882742208073743,,0,joopsrwa,
BIG BUYS DROP YOUR WALLET FOR ADDITIONAL SPIFFS!! PAYING ALL BUYERS WHO SPEND 1 BNB OR MORE. DROP TX SEND IT $JFIVE https://t.co/v2GZyKoXOw,1.80E+31,2024-06-01 12:11:57+00:00,jonnyfiveai,1.74E+31,en,NaN,0,1,3,7,https://x.com/jonnyfiveai/status/1796877344671506763,,0,jonnyfiveai,
Saturday vibes feeling fine let's dive into crypto watch it shine! #Binance #BNB @binance #SaturdayMorning #Crypto #Web3 https://t.co/dGheY9zqq7,1.80E+31,2024-06-01 11:59:04+00:00,sunshinebinance,1.72E+31,en,International,0,4,3,21,https://x.com/sunshinebinance/status/1796874100268519540,binance,1,sunshinebinance,binance
$DEFX @definitynetwork about to have a huge breakout in the month of June. marketing officially beginning with AMA's and new CEX's coming along. $DEFX the institutional $BNB https://t.co/VZNeycG0Ui,1.80E+31,2024-06-01 11:58:11+00:00,MrProducer281,1.60E+31,en,NaN,0,1,5,14,https://x.com/MrProducer281/status/1796873876149813679,definitynetwork,1,MrProducer281,definitynetwork
$KOIN turning quite BULLISH right now. Hopefully $BTC consolidates first at this level and let large CAP alts such as $BNB go to new highs. This can sustain a more bullish push for our #BSCGems such as #FISHKOIN and #CATECOIN. I don t want a fast #BTC run up as it could https://t.co/iTyj4aJtNE,1.80E+31,2024-06-01 10:42:49+00:00,AIMemeExplorer,1.25E+31,en,NaN,2,0,6,9,https://x.com/AIMemeExplorer/status/1796854911390671266,,0,AIMemeExplorer,
The last top of the most bridged blockchains by #defiway for this spring 1) #Polygon 19% 2) #BNB 18% 3) #TRX 16% 4) #ETH 13% 5) #Cronos 11% #eth #bnb #trx #polygon #base #arb #op #avax #btc #crofam https://t.co/Lcom7R265p,1.80E+31,2024-06-01 10:07:34+00:00,Defiwayapp,1.64E+31,en,"New York, USA",0,14,13,347,https://x.com/Defiwayapp/status/1796846039590211652,,0,Defiwayapp,
Goooood Mooooorning!!! ️ ⏳ $BAA bags are loaded! BE READY SHEEPIES!! #gm #crypto #memecoin #presale #BNB #cryptoworld #money https://t.co/4ULYfzyP1I,1.80E+31,2024-06-01 09:14:58+00:00,BaaFinance,1.72E+31,en,Woolscape 🌾,0,4,3,23,https://x.com/BaaFinance/status/1796832801737642438,,0,BaaFinance,
$OGN team! I hope you know what this means. It should definitely be in your bag. #Crypto #Bullrun #invest #altcoins #BTC #BNB https://t.co/pwZ0SyXdIl,1.80E+31,2024-06-01 07:33:05+00:00,amonbuy,9.21E+30,en,"Delaware, USA",4,5,8,19,https://x.com/amonbuy/status/1796807164100505706,,0,amonbuy,
$BNB update (Daily) $BNB is forming the Ascending Triangle patten in the Daily timeframe. Currently it's reaching the Upward Trendline Anticipating a Bounce back &amp; then a Breakout soon in $BNB. So keep a Strict watch on #BNB #binancecoin #binance #btc https://t.co/sWnAdVS58u,1.80E+31,2024-06-01 06:59:01+00:00,cryptotitans11,1.49E+30,en,NaN,1,2,6,66,https://x.com/cryptotitans11/status/1796798588355514771,,0,cryptotitans11,
⏳⏳⏳⏳ The launch is upon us Not even 48 hours left before the wave #Paradisewave #PRDS #BNB #Btc #RWA $PRDS https://t.co/kCdBCBjRCl,1.80E+30,2024-06-01 04:56:10+00:00,Paradisewave0x,1.50E+31,en,Maldives,3,4,8,20,https://x.com/Paradisewave0x/status/1796767676204978252,,0,Paradisewave0x,
